,county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,race_pop_minority,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_race_pop_minority,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84,county
41,"Coleman County, Texas",88.0,4.0,0.045454545454545456,1185,8391,1465,6463,254,39,79,0,0,91,8391,4220,4171,504,539,517,385,305,989,822,985,718,617,1120,748,142,46.5,1262.914,0.222,8358,6437,4525,3383,1921,3460,312,145,501,366,697,642,313,238,70,176,43981,64448,27842,41204,29188,4.545454545454546,1.048742700512454,14.122273864855206,6.6441578761499205,1,958,1063,2976,308,2021,955,130,1928,4061,3440,890,6381,2010,3239,2525,2485,0.17459182457394828,0.7702300083422715,0.030270527946609463,0.004647836968180193,0.009414849243236802,0.0,0.0,0.010844952925753784,0.5029197950184722,0.4970802049815278,0.06006435466571326,0.06423549040638779,0.06161363365510665,0.045882493147419864,0.03634846859730664,0.11786437850077465,0.0979621022524133,0.11738767727326894,0.08556787033726612,0.07353116434274819,0.13347634370158504,0.08914312954355857,0.016922893576450958,0.7701603254367073,0.22983967456329266,0.09017341040462427,0.04190751445086705,0.14479768786127167,0.10578034682080924,0.2014450867052023,0.18554913294797687,0.09046242774566474,0.06878612716763005,0.02023121387283237,0.05086705202312139,0.276878612716763,0.3072254335260116,0.8601156069364162,0.08901734104046242,0.5841040462427746,0.27601156069364163,0.015492789893933975,0.2297699916577285,0.4839709212251221,0.4099630556548683,0.10606602312000954,0.7604576331784054,0.23954236682159455,0.3860088189727088,0.3009176498629484,0.2961506375878918,Coleman County
42,"Collin County, Texas",17611.0,175.0,0.009936971211174834,305891,944350,143369,547403,88702,3132,135508,582,2691,22963,944350,464248,480102,59858,69836,76360,67986,53580,120753,151930,143663,56656,45688,62711,26801,8528,36.6,841.2760000000003,0.251,941564,843739,757027,153370,97825,331336,10888,5742,14782,18352,30711,51452,42804,69454,39903,47248,94192,120691,43439,76606,53878,0.9936971211174834,1.8648806057076293,32.39169799332874,1122.521027581911,1,31412,49063,174731,109357,80475,94256,29368,396947,600303,308718,35329,846310,98040,448373,352249,135200,0.15181765235347064,0.5796611425848467,0.09392915762164453,0.0033165669508127284,0.14349340816434586,0.000616296923810028,0.0028495790755546143,0.0243161963255149,0.4916058664689998,0.5083941335310002,0.06338539736326572,0.07395139513951395,0.08085985069095145,0.07199237570815906,0.056737438449727326,0.12786890453751254,0.16088314713824325,0.15212897760364272,0.05999470535288823,0.04838036744850956,0.0664065230052417,0.028380367448509563,0.009030550113834914,0.8961037167946099,0.10389628320539017,0.03286090252794746,0.017329840403698966,0.04461332303160538,0.05538788420213922,0.09268838882584446,0.155286476567593,0.12918608300939227,0.20961803124320927,0.12043062027669794,0.14259844991187193,0.0948040659632518,0.14807627302798368,0.5273528985682208,0.3300486515199073,0.2428803389912355,0.2844725595769853,0.031098639275692275,0.4203388574151533,0.6356785090273733,0.3269105734102822,0.03741091756234447,0.8961825594324139,0.10381744056758616,0.4747953618891301,0.3730068300947742,0.1431672579022608,Collin County
43,"Collingsworth County, Texas",21.0,0.0,0.0,563,2996,834,1878,195,68,0,0,0,21,2996,1496,1500,185,191,245,171,201,321,383,351,233,173,313,124,105,39.2,918.441,0.261,2929,2266,1320,1222,663,1055,83,42,152,194,135,199,147,50,27,26,42750,60536,22880,34964,26613,0.0,0.7009345794392523,18.791722296395193,3.2620494947416327,1,277,329,952,77,606,346,89,1118,1697,1070,229,2454,542,1314,967,610,0.27837116154873165,0.6268357810413885,0.06508678237650199,0.022696929238985315,0.0,0.0,0.0,0.007009345794392522,0.4993324432576769,0.5006675567423231,0.06174899866488651,0.06375166889185581,0.08177570093457942,0.057076101468624824,0.0670894526034713,0.10714285714285714,0.12783711615487314,0.1171562082777036,0.07777036048064086,0.05774365821094792,0.10447263017356476,0.04138851802403204,0.035046728971962614,0.7736428815295323,0.2263571184704677,0.07867298578199051,0.03981042654028436,0.14407582938388624,0.18388625592417066,0.12796208530805686,0.1886255924170616,0.13933649289099526,0.04739336492890995,0.02559241706161137,0.024644549763033177,0.26255924170616113,0.3118483412322275,0.9023696682464456,0.07298578199052133,0.5744075829383887,0.3279620853080569,0.029706275033377836,0.37316421895861146,0.5664218958611482,0.35714285714285715,0.07643524699599466,0.8190921228304406,0.18090787716955944,0.438584779706275,0.3227636849132176,0.20360480640854475,Collingsworth County
44,"Colorado County, Texas",499.0,4.0,0.008016032064128256,6213,21022,6200,11855,2655,27,7,0,0,278,21022,10538,10484,1363,1288,1493,1397,1145,2054,2233,2440,1280,1866,2467,1356,640,42.5,960.284,0.247,20703,17886,13815,6868,2817,7511,386,381,894,891,1244,1345,935,678,428,329,49504,70324,27861,41853,34692,0.8016032064128256,2.3737037389401583,29.5547521643992,21.89144044886721,2,1661,2135,6076,1106,3796,2280,305,9167,10973,8053,1996,16559,4463,8740,5953,5689,0.29492912187232423,0.5639330225478071,0.12629626105984207,0.0012843687565407668,0.0003329844924364951,0.0,0.0,0.013224241271049377,0.5012843687565408,0.4987156312434593,0.06483683759870612,0.0612691466083151,0.07102083531538389,0.06645419084768338,0.054466749119969564,0.0977071639235087,0.10622205308724192,0.11606888022072115,0.060888592902673386,0.08876415184092855,0.11735324897726193,0.06450385310626963,0.030444296451336693,0.8639327633676279,0.1360672366323721,0.05139129277060312,0.05072560244974038,0.11902542937025695,0.11862601517773932,0.16562375183064834,0.17907069631207562,0.1244840900013314,0.09026760750898682,0.05698309146585009,0.04380242311276794,0.2211423245906005,0.2842497670083877,0.8089468779123952,0.14725069897483692,0.5053920915989881,0.303554786313407,0.014508610027590144,0.4360669774521929,0.5219769765008087,0.38307487394158507,0.09494814955760633,0.7876986014651318,0.21230139853486826,0.4157549234135667,0.2831795262106365,0.2706212539244601,Colorado County
45,"Comal County, Texas",2841.0,106.0,0.03731080605420626,36641,135097,36612,91969,2544,97,1403,45,140,2287,135097,66793,68304,7855,8111,9355,8623,7284,14986,16199,18761,9448,10508,14757,6482,2728,42.0,559.512,0.295,133918,117455,98182,38832,16463,48903,2017,1437,2986,3659,5974,8230,7418,8321,3838,5023,75356,98131,36899,55209,43405,3.7310806054206265,2.1029334478189745,27.121993826657878,241.45505368964385,2,6440,9633,31721,12159,16073,15648,2569,43128,72413,53474,9210,111130,23967,56214,44408,31747,0.27100527768936394,0.6807627112371111,0.01883091408395449,0.0007180026203394597,0.010385130683878993,0.0003330939991265536,0.0010362924417270554,0.016928577244498397,0.4944077218591086,0.5055922781408914,0.05814340806975728,0.0600383428203439,0.06924654137397572,0.06382821232151713,0.053916815325284785,0.1109277037980118,0.1199064375966898,0.1388705892802949,0.06993493563883728,0.07778114984048498,0.10923262544690113,0.04798034005196267,0.020192898435938626,0.8770665631207156,0.12293343687928432,0.04124491339999591,0.029384700325133423,0.061059648692309273,0.07482158558779625,0.12216019467108358,0.16829233380365213,0.15168803549884466,0.17015316033781158,0.0784818927264176,0.1027135349569556,0.1316892624174386,0.19698178025887986,0.6486514119788152,0.2486350530642292,0.3286710426763184,0.3199803693024968,0.019015966305691467,0.3192372887628889,0.5360074613055804,0.3958193002065183,0.06817323848790129,0.8225941360651976,0.1774058639348024,0.4161010237088906,0.328711962515822,0.2349941153393488,Comal County
46,"Comanche County, Texas",354.0,5.0,0.014124293785310734,3159,13495,3729,9438,87,54,74,0,1,112,13495,6738,6757,762,809,900,1012,572,1278,1438,1646,837,980,1826,1088,347,44.8,937.753,0.249,13292,10885,7999,5122,2407,5260,397,334,608,532,893,999,638,681,91,87,47893,60948,25127,41545,30548,1.4124293785310735,2.623193775472397,23.408669877732486,14.390783074007759,2,1339,1425,4401,772,2764,1637,167,4057,6771,5289,1435,10234,3261,5333,3921,3894,0.2763245646535754,0.6993701370878103,0.006446832160059281,0.004001482030381622,0.0054835124120044465,0.0,7.410151908114116e-05,0.00829937013708781,0.4992960355687292,0.5007039644312709,0.056465357539829564,0.0599481289366432,0.06669136717302705,0.07499073731011485,0.042386068914412746,0.0947017413856984,0.106557984438681,0.12197110040755835,0.062022971470915164,0.07261948869951834,0.13530937384216374,0.08062245276028157,0.025713227121155983,0.8189136322600059,0.181086367739994,0.07547528517110266,0.0634980988593156,0.1155893536121673,0.1011406844106464,0.16977186311787076,0.1899239543726236,0.12129277566539926,0.12946768060836505,0.01730038022813688,0.016539923954372624,0.2545627376425855,0.2709125475285171,0.8366920152091255,0.1467680608365019,0.5254752851711026,0.3112167300380228,0.012374953686550573,0.3006298629121897,0.5017413856984069,0.3919229344201556,0.10633567988143756,0.7583549462763987,0.2416450537236013,0.39518340125972573,0.2905520563171545,0.2885513153019637,Comanche County
47,"Concho County, Texas",142.0,2.0,0.014084507042253518,846,4233,2372,1706,89,6,48,0,0,12,4233,2802,1431,121,188,133,575,226,502,588,643,261,241,428,225,102,41.9,983.755,0.196,3068,2544,1957,1028,524,873,66,67,128,116,93,175,63,126,13,26,43355,61808,17684,33772,20735,1.4084507042253518,3.3545948499881884,19.98582565556343,4.302900620581344,3,261,209,708,139,470,238,18,2527,2333,1573,327,3478,755,1745,1492,894,0.5603590833923932,0.4030238601464681,0.021025277580911883,0.0014174344436569811,0.011339475549255849,0.0,0.0,0.0028348688873139623,0.66194188518781,0.33805811481218995,0.02858492794708245,0.04441294590125207,0.031419796834396406,0.13583746751712733,0.05339003071107961,0.11859201511930073,0.13890857547838412,0.1519017245452398,0.061658398299078675,0.05693361682022206,0.10111032364753132,0.05315379163713678,0.024096385542168683,0.8292046936114733,0.17079530638852672,0.07560137457044673,0.07674684994272624,0.1466208476517755,0.13287514318442153,0.10652920962199312,0.2004581901489118,0.07216494845360824,0.14432989690721648,0.014891179839633447,0.029782359679266894,0.29896907216494845,0.2394043528064147,0.8109965635738832,0.15922107674684993,0.5383734249713631,0.27262313860252,0.004252303330970942,0.5969761398535318,0.5511457595086228,0.3716040633120718,0.07725017717930546,0.8216394991731633,0.17836050082683674,0.4122371840302386,0.35246869832270256,0.21119773210489012,Concho County
48,"Cooke County, Texas",539.0,9.0,0.016697588126159554,8845,39571,7043,29979,967,221,357,17,40,947,39571,19660,19911,2677,2627,2440,2643,2550,4818,4226,4932,2641,2973,4111,2154,779,40.4,874.81,0.245,39107,33276,25615,12832,5831,15368,692,532,1453,1811,2470,2639,2061,2425,688,597,57646,73257,28751,47181,35469,1.6697588126159555,1.362108614894746,22.3522276414546,45.233822201392314,1,2677,4281,11658,3113,6958,4700,1225,9592,21981,14657,2933,32527,7044,17755,11799,9238,0.17798387708170124,0.7576002628187309,0.024437087766293497,0.005584898031386621,0.009021758358393773,0.00042960754087589397,0.0010108412726491623,0.023931667129968918,0.4968284855070633,0.5031715144929367,0.06765055217204519,0.06638700058123373,0.0616613176315989,0.06679133709029339,0.0644411311313841,0.1217558312905916,0.106795380455384,0.1246367289176417,0.06674079502666094,0.07513077758964899,0.10388921179651764,0.05443380253215739,0.01968613378484244,0.8508962589817679,0.14910374101823204,0.04502863092139511,0.03461738677771994,0.09454711087975012,0.11784226965122332,0.16072358146798546,0.17172045809474232,0.13410983862571574,0.1577954190525768,0.044768349817803234,0.038846954711087976,0.17419312857886518,0.27856585111920873,0.758589276418532,0.20256376887038,0.4527589796980739,0.3058302967204581,0.030957013974880595,0.2423997371812691,0.5554825503525309,0.3703975133304693,0.07411993631699983,0.8219908518864826,0.17800914811351748,0.4486871698971469,0.29817290439968663,0.233453791918324,Cooke County
49,"Coryell County, Texas",1962.0,13.0,0.006625891946992864,40169,75389,13631,44478,9991,472,1476,569,0,4772,75389,37630,37759,5353,4750,5146,4458,8425,14423,10877,8429,3643,2872,4224,1970,819,31.5,1052.1989999999996,0.312,57922,52188,43175,18655,5734,22314,1193,988,2314,2666,3647,4875,2966,2761,527,377,51440,64278,21507,35608,32747,0.6625891946992865,2.602501691228164,53.28230909018558,71.64899415414767,2,4495,6313,18649,3288,10808,7841,5813,30911,53432,19168,2789,68376,7013,42555,22949,9066,0.1808088713207497,0.5899799705527332,0.1325259653265065,0.00626086033771505,0.019578453089973337,0.007547520195253949,0.0,0.06329835917706828,0.4991444375174097,0.5008555624825903,0.07100505378768786,0.06300653941556461,0.06825929512263063,0.0591332953083341,0.1117537041212909,0.19131438273488172,0.14427834299433606,0.11180676225974613,0.0483226995980846,0.03809574341084243,0.05602939420870419,0.02613113318919206,0.01086365384870472,0.9010047995580264,0.09899520044197367,0.05346419288339159,0.044277135430671334,0.1037017119297302,0.11947656179976696,0.1634399928296137,0.21847270771712826,0.13292103612082098,0.12373397866810075,0.02361745989065161,0.016895222730124587,0.20144304024379314,0.28291655462938065,0.8357533387111231,0.14735143855875235,0.4843595948731738,0.35139374383794925,0.07710673971003727,0.4100200294472669,0.7087506134847259,0.2542545994773773,0.036994787037896784,0.906975818753399,0.09302418124660096,0.5644722704903898,0.3044078048521668,0.12025627080873867,Coryell County
50,"Cottle County, Texas",35.0,3.0,0.08571428571428573,528,1623,382,867,243,5,0,0,89,37,1623,792,831,166,137,158,98,31,180,79,229,116,79,209,102,39,37.9,900.564,0.202,1623,1402,666,956,221,686,77,57,109,105,125,119,46,14,20,14,34375,47243,20108,40526,26250,8.571428571428571,2.1565003080714726,32.53234750462107,1.802203952189961,2,243,230,638,34,473,165,131,756,849,633,141,1273,350,770,424,390,0.2353666050523721,0.5341959334565619,0.14972273567467653,0.0030807147258163892,0.0,0.0,0.05483672211953173,0.02279728897104128,0.4879852125693161,0.512014787430684,0.10227972889710413,0.08441158348736907,0.0973505853357979,0.060382008626001224,0.019100431300061612,0.11090573012939002,0.04867529266789895,0.14109673444239065,0.07147258163894023,0.04867529266789895,0.1287738755391251,0.06284658040665435,0.02402957486136784,0.8638324091189156,0.1361675908810844,0.11224489795918367,0.08309037900874636,0.1588921282798834,0.15306122448979592,0.1822157434402332,0.17346938775510204,0.06705539358600582,0.020408163265306117,0.02915451895043732,0.020408163265306117,0.35422740524781343,0.33527696793002915,0.9300291545189504,0.04956268221574344,0.6895043731778425,0.2405247813411079,0.0807147258163894,0.4658040665434381,0.5231053604436229,0.3900184842883549,0.08687615526802217,0.7843499691928527,0.21565003080714729,0.474430067775724,0.26124460874922983,0.2402957486136784,Cottle County
51,"Crane County, Texas",74.0,3.0,0.040540540540540536,2097,4839,3080,1548,189,3,19,0,0,0,4839,2511,2328,381,381,473,479,239,639,574,569,317,206,330,196,55,32.4,785.069,0.204,4738,3976,3301,1013,762,1422,77,29,154,51,120,328,240,303,53,67,70398,79681,26113,57929,28816,4.0540540540540535,1.5292415788386031,43.335399876007436,6.163789424878577,1,260,171,999,356,431,568,3,3291,3166,1422,251,4258,581,2592,1460,732,0.6364951436247158,0.3199008059516429,0.03905765654060756,0.0006199628022318662,0.0039264310808018186,0.0,0.0,0.0,0.5189088654680719,0.4810911345319281,0.07873527588344699,0.07873527588344699,0.09774746848522424,0.09898739408968796,0.04939036991113867,0.13205207687538748,0.11861954949369705,0.11758627815664395,0.06550940276916717,0.042570779086588136,0.06819590824550527,0.040504236412481916,0.011365984707584209,0.8391726466863656,0.16082735331363446,0.05414908579465542,0.02039381153305204,0.10829817158931083,0.03586497890295358,0.08438818565400844,0.23066104078762306,0.16877637130801687,0.2130801687763713,0.037271448663853735,0.04711673699015472,0.1828410689170183,0.12025316455696206,0.7025316455696202,0.25035161744022505,0.3030942334739803,0.3994374120956399,0.0006199628022318662,0.6800991940483571,0.6542674106220293,0.2938623682579045,0.05187022112006613,0.8799338706344286,0.1200661293655714,0.5356478611283323,0.3017152304195081,0.15127092374457532,Crane County
52,"Crockett County, Texas",166.0,7.0,0.042168674698795185,1100,3633,2306,1295,32,0,0,0,0,0,3633,1771,1862,303,321,209,305,96,528,364,513,112,343,336,163,40,35.9,2807.324,0.3,3559,3018,2241,910,541,1388,108,89,194,85,153,336,84,266,67,6,51152,63225,24852,43162,27227,4.216867469879518,4.569226534544455,30.27800715661987,1.2941149649986965,3,391,238,1049,333,629,420,0,2338,2126,1304,203,3094,539,1762,989,842,0.6347371318469585,0.35645472061657035,0.008808147536471236,0.0,0.0,0.0,0.0,0.0,0.48747591522158,0.5125240847784199,0.08340214698596203,0.08835672997522709,0.05752821359757776,0.08395265620699148,0.026424442609413703,0.1453344343517754,0.1001926782273603,0.1412056151940545,0.030828516377649325,0.09441233140655106,0.09248554913294796,0.04486650151390036,0.011010184420589044,0.8479910087103119,0.15200899128968812,0.07780979827089338,0.06412103746397695,0.13976945244956773,0.061239193083573486,0.11023054755043228,0.2420749279538905,0.06051873198847262,0.19164265129683,0.048270893371757925,0.0043227665706051886,0.28170028818443804,0.17146974063400575,0.7557636887608069,0.2399135446685879,0.4531700288184438,0.3025936599423631,0.0,0.6435452793834296,0.5851913019543077,0.35893201211120285,0.055876685934489405,0.8516377649325626,0.14836223506743734,0.4849986237269474,0.2722268097990641,0.2317643820533994,Crockett County
53,"Crosby County, Texas",115.0,6.0,0.052173913043478265,1467,5861,3261,2330,210,0,14,0,3,43,5861,2921,2940,400,393,534,454,327,643,725,580,391,356,560,374,124,38.1,900.199,0.259,5780,4602,2780,2446,1178,2044,218,151,288,292,363,324,210,128,30,40,37899,50926,19155,35793,26250,5.217391304347826,1.962122504692032,25.029858385940965,6.51078261584383,1,657,655,1846,158,1312,534,46,3531,3476,1887,498,4803,1058,2751,1696,1290,0.5563896945913667,0.3975430813854291,0.03583006312915885,0.0,0.0023886708752772568,0.0,0.0005118580447022691,0.00733663197406586,0.4983791161917762,0.5016208838082239,0.0682477392936359,0.06705340385599727,0.09111073195700392,0.07746118409827675,0.05579252687254735,0.10970824091451972,0.12369902746971505,0.09895922197577203,0.06671216515952909,0.06074048797133595,0.09554683501109026,0.06381163623954958,0.021156799181027128,0.7961937716262976,0.2038062283737024,0.10665362035225047,0.07387475538160469,0.14090019569471626,0.14285714285714285,0.17759295499021527,0.15851272015655574,0.10273972602739724,0.06262230919765166,0.01467710371819961,0.019569471624266144,0.32142857142857145,0.3204500978473581,0.9031311154598826,0.07729941291585128,0.6418786692759295,0.26125244618395305,0.007848490018768129,0.6024569186145708,0.5930728544616961,0.32195871011772736,0.0849684354205767,0.8194847295683331,0.18051527043166696,0.4693738269919809,0.2893704146050162,0.22009895922197575,Crosby County
54,"Culberson County, Texas",97.0,2.0,0.020618556701030927,626,2241,1646,534,3,0,12,0,0,46,2241,1231,1010,195,156,110,109,90,374,173,294,199,113,217,140,71,43.0,3812.156,0.32,2233,1770,1115,820,463,681,67,56,156,71,106,115,53,53,2,2,33417,42536,15873,29893,19914,2.061855670103093,4.328424810352521,27.933958054439984,0.5878563206752294,3,279,177,624,55,456,168,46,1707,1207,823,211,1813,428,1034,666,470,0.7344935296742525,0.2382864792503347,0.0013386880856760374,0.0,0.00535475234270415,0.0,0.0,0.02052655064703257,0.5493083444890674,0.4506916555109326,0.08701472556894244,0.06961178045515395,0.049085229808121376,0.04863900044622936,0.04016064257028112,0.16688978134761268,0.07719767960731816,0.13119143239625167,0.08879964301651047,0.05042391789379741,0.09683177153056673,0.06247211066488175,0.03168228469433289,0.7926556202418271,0.20734437975817285,0.09838472834067548,0.08223201174743025,0.2290748898678414,0.10425844346549193,0.15565345080763582,0.16886930983847284,0.07782672540381791,0.07782672540381791,0.002936857562408223,0.002936857562408223,0.4096916299559472,0.2599118942731278,0.9162995594713657,0.08076358296622614,0.6696035242290749,0.24669603524229075,0.02052655064703257,0.7617135207496654,0.5385988398036591,0.3672467648371263,0.09415439535921463,0.8090138331102187,0.19098616688978132,0.4614011601963409,0.2971887550200803,0.20972780008924588,Culberson County
55,"Dallam County, Texas",362.0,10.0,0.027624309392265192,415,7243,3260,3655,63,85,107,0,0,73,7243,3795,3448,692,634,663,581,294,1143,680,1027,454,324,422,255,74,31.6,1503.132,0.275,7204,5408,4039,1856,1796,2404,74,78,283,301,459,500,251,262,118,78,51250,78602,26844,45890,31543,2.7624309392265194,4.997929034930277,5.729670026232222,4.818605418552728,3,435,760,1946,380,1195,751,158,3588,4687,2227,329,6492,751,4007,2161,1001,0.450089741819688,0.5046251553223803,0.008698053292834459,0.01173546872842745,0.014772884164020431,0.0,0.0,0.010078696672649457,0.5239541626397901,0.4760458373602098,0.09554052188319756,0.08753279028027061,0.09153665608173407,0.08021538036725114,0.04059091536656082,0.1578075383128538,0.09388374982741958,0.14179207510699987,0.06268120944360071,0.0447328455060058,0.05826315062819274,0.03520640618528234,0.010216761010630954,0.7506940588561909,0.249305941143809,0.030782029950083195,0.0324459234608985,0.11772046589018305,0.1252079866888519,0.19093178036605654,0.2079866888519135,0.10440931780366056,0.10898502495840266,0.04908485856905158,0.0324459234608985,0.18094841930116476,0.3161397670549085,0.8094841930116472,0.15806988352745424,0.4970881863560732,0.31239600665557404,0.0218141654010769,0.4953748446776198,0.6471075521192876,0.3074692806847991,0.045423167195913286,0.8963136821758941,0.10368631782410603,0.553223802291868,0.2983570343780201,0.1382024023194809,Dallam County
56,"Dallas County, Texas",92197.0,1220.0,0.013232534681171838,919632,2586552,1033000,765816,572790,5243,158780,1125,4484,45314,2586552,1275226,1311326,195852,194682,188069,175401,183838,421527,359293,327994,149682,126422,160112,73856,29824,33.3,872.056,0.305,2568003,2027479,1428744,760531,540524,917276,56186,38084,86536,94733,128009,171046,108993,119771,50048,63870,56854,85064,31219,42810,40218,1.323253468117184,3.5644750231195816,35.554359626251475,2966.038878237177,3,180806,222742,683587,169819,403548,280039,56166,1820736,1718662,764210,103680,2322760,263792,1359369,836969,360390,0.3993733742836023,0.2960760116170098,0.22144924981210504,0.002027022847404576,0.061386741886496,0.0004349419613446782,0.0017335820041506993,0.017519075587886887,0.4930215978646476,0.5069784021353524,0.07571933601180257,0.07526699637200412,0.07271031086945091,0.06781267107717147,0.07107454247971817,0.16296869345754506,0.1389080907710342,0.1268074254838101,0.057869317918216985,0.048876651232992806,0.0619017131687281,0.02855384310850893,0.011530408049016606,0.7895158222167186,0.2104841777832814,0.06125310157466238,0.04151858328354825,0.09434019858799314,0.10327644024263144,0.13955341685599534,0.1864716835499893,0.11882247000902672,0.13057247764031762,0.054561549631735706,0.06963007862410005,0.19711188344620376,0.2428298570986268,0.7452358941038466,0.18513402727205333,0.43994174054483054,0.3052941535590161,0.02171462240078684,0.7039239883829902,0.6644606410387265,0.295455107803748,0.040084251157525536,0.8980140356737464,0.10198596432625363,0.5255525502676923,0.3235848341730613,0.13933220751022984,Dallas County
57,"Dawson County, Texas",787.0,17.0,0.0216010165184244,5176,12964,7402,4630,763,56,6,0,0,107,12964,7235,5729,852,740,1067,743,1285,2157,1630,1333,708,601,977,610,261,33.0,900.306,0.279,11190,9464,6020,4642,1726,4322,394,322,815,373,609,603,441,519,106,140,44657,62692,21543,44051,26088,2.16010165184244,6.0706572045664915,39.92594878124036,14.39954859792115,3,1531,982,3557,625,2513,1044,163,8334,8474,3619,871,11116,1848,6844,3671,2188,0.5709657513113237,0.35714285714285715,0.058855291576673865,0.0043196544276457895,0.0004628201172477631,0.0,0.0,0.008253625424251775,0.5580839247145942,0.4419160752854057,0.06572045664918236,0.05708114779389078,0.08230484418389386,0.05731255785251465,0.09912064177722923,0.16638383215057082,0.12573279851897562,0.10282320271521136,0.054612773835236036,0.04635914841098426,0.07536254242517741,0.04705337858685591,0.02013267510027769,0.8457551385165326,0.1542448614834674,0.09116149930587693,0.07450254511800093,0.1885701064322073,0.08630263766774643,0.14090698750578434,0.13951874132346134,0.1020360944007404,0.12008329477093935,0.02452568255437297,0.03239241092086997,0.3542341508560852,0.2272096251735308,0.8229986117538177,0.14460897732531236,0.5814437760296159,0.2415548357242017,0.012573279851897564,0.6428571428571429,0.6536562789262573,0.2791576673866091,0.0671860536871336,0.8574514038876891,0.14254859611231102,0.5279234804072817,0.283168775069423,0.1687750694230176,Dawson County
